"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,090741,CME ,00,090 ,  140651,   22180,    8680,    7546,   29744,   27047,    5864,   30944,   43077,    5229,    9087,    8166,      31,  110625,  105640,   30026,   35011,   18652,   10261,   -1995,    5088,   -3190,    1380,    1812,    1894,    5472,    2541,     506,    2736,      13,   18925,   17047,    -273,    1605,  100.0,   15.8,    6.2,    5.4,   21.1,   19.2,    4.2,   22.0,   30.6,    3.7,    6.5,    5.8,    0.0,   78.7,   75.1,   21.3,   24.9,    108,      6,      6,.,     11,     18,      6,     18,     36,     12,      8,      5,.,     52,     79,    34.0,    17.4,    50.0,    29.6,    31.7,    14.9,    41.6,    26.1,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,092741,CME ,00,092 ,   81100,   47532,    2607,       0,    1394,   15797,     397,   20810,   29580,    2127,     541,    4396,       0,   72801,   54904,    8299,   26196,    3471,     800,     -94,       0,    -675,     236,      20,    1210,    3602,    1214,     541,     126,       0,    3110,    5104,     361,   -1633,  100.0,   58.6,    3.2,    0.0,    1.7,   19.5,    0.5,   25.7,   36.5,    2.6,    0.7,    5.4,    0.0,   89.8,   67.7,   10.2,   32.3,     51,      6,      4,      0,.,     13,.,      9,     14,      5,.,.,      0,     21,     36,    59.3,    30.9,    74.1,    43.3,    57.9,    30.9,    72.2,    43.3,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","FutOnly"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,096742,CME ,00,096 ,  227556,   98856,   33338,    2962,   44656,   90641,    3561,   42791,   39504,   10803,    1637,   10435,     152,  205418,  191396,   22138,   36160,   -1496,   -3499,     969,    -593,       0,   -1872,     652,    3803,   -5030,      13,     139,    2369,      17,     532,   -3475,   -2028,    1979,  100.0,   43.4,   14.7,    1.3,   19.6,   39.8,    1.6,   18.8,   17.4,    4.7,    0.7,    4.6,    0.1,   90.3,   84.1,    9.7,   15.9,    127,     10,      5,      7,     11,     28,     10,     25,     37,     17,      5,      6,.,     67,     96,    52.5,    30.1,    63.4,    39.9,    52.0,    29.6,    61.0,    39.1,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","FutOnly"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,097741,CME ,00,097 ,  223144,  116640,    4843,    2815,   33693,   57601,    6686,   32015,   95076,    5971,    2196,    5599,     590,  200606,  179181,   22538,   43963,   -8586,   -6769,     358,     -91,   -2319,   -1949,    1368,   -5018,   -8806,    2673,    1021,     -55,     331,   -8804,   -6171,     218,   -2415,  100.0,   52.3,    2.2,    1.3,   15.1,   25.8,    3.0,   14.3,   42.6,    2.7,    1.0,    2.5,    0.3,   89.9,   80.3,   10.1,   19.7,    126,     11,.,      4,     18,     24,      8,     25,     35,     20,.,      6,.,     74,     86,    43.8,    39.7,    58.3,    48.0,    43.3,    39.7,    56.5,    47.8,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","FutOnly"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,099741,CME ,00,099 ,  535707,   37248,   91480,   24298,  291421,  160146,   24353,   36514,  136774,   16702,   18325,   18746,     208,  449069,  472707,   86638,   63000,   15467,   -1629,   -7641,   13467,   -5223,     798,    1178,   -5343,    5998,    5811,      47,    -296,     -11,    8297,   19304,    7170,   -3837,  100.0,    7.0,   17.1,    4.5,   54.4,   29.9,    4.5,    6.8,   25.5,    3.1,    3.4,    3.5,    0.0,   83.8,   88.2,   16.2,   11.8,    286,     17,     11,     10,     92,     38,     45,     31,     57,     24,     23,     17,      4,    191,    178,    18.7,    30.1,    29.6,    42.5,    17.9,    27.1,    27.4,    38.8,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","FutOnly"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,232741,CME ,00,232 ,  141872,   79890,   12750,    2683,   12176,   38460,    1648,   18142,   41199,    4717,     139,    7282,      41,  119436,  108780,   22436,   33092,   -4423,   -6783,    3612,    -298,    2252,   -4961,     177,   -1205,     -81,     273,     139,    1369,     -67,   -5512,      24,    1089,   -4447,  100.0,   56.3,    9.0,    1.9,    8.6,   27.1,    1.2,   12.8,   29.0,    3.3,    0.1,    5.1,    0.0,   84.2,   76.7,   15.8,   23.3,     91,      7,      6,.,      8,     18,      4,     16,     30,     15,.,      5,.,     48,     66,    56.7,    26.1,    67.4,    39.8,    56.7,    24.1,    65.9,    37.8,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","FutOnly"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,299741,CME ,00,099 ,   36830,       0,   22304,       0,   14172,    6520,    2160,    6582,       0,       1,     402,     774,       5,   23322,   31764,   13508,    5066,    -794,       0,     262,       0,    -376,    -151,    -138,    -460,       0,     -64,     402,      -4,       0,    -636,     -95,    -158,    -699,  100.0,    0.0,   60.6,    0.0,   38.5,   17.7,    5.9,   17.9,    0.0,    0.0,    1.1,    2.1,    0.0,   63.3,   86.2,   36.7,   13.8,     28,      0,.,      0,     13,      7,      7,      4,      0,.,.,.,.,     22,     15,    29.2,    71.0,    42.5,    81.1,    27.9,    69.1,    41.0,    77.2,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","FutOnly"
"EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,399741,CME ,00,099 ,   28641,       0,    6706,     719,   10740,   12464,    2441,    8201,       0,       6,       0,     505,       0,   22107,   22841,    6534,    5800,     436,       0,     320,       7,     303,     -20,     -14,     -61,       0,       6,       0,       0,       0,     241,     299,     195,     137,  100.0,    0.0,   23.4,    2.5,   37.5,   43.5,    8.5,   28.6,    0.0,    0.0,    0.0,    1.8,    0.0,   77.2,   79.7,   22.8,   20.3,     23,      0,.,.,      7,      8,      8,      4,      0,.,      0,.,      0,     18,     15,    50.9,    57.5,    63.7,    70.3,    48.6,    54.7,    61.3,    65.3,"(CONTRACTS OF EUR 125,000)","399741","CME ","099 ","F10","FutOnly"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,089741,CME ,00,089 ,   32082,       0,   21304,     512,   28506,     690,       0,     890,    7750,       3,     339,     498,       0,   30250,   30757,    1832,    1325,    2604,       0,    -184,     506,    2097,    -233,       0,    -354,    3083,      -3,       0,     -55,       0,    2246,    3114,     358,    -510,  100.0,    0.0,   66.4,    1.6,   88.9,    2.2,    0.0,    2.8,   24.2,    0.0,    1.1,    1.6,    0.0,   94.3,   95.9,    5.7,    4.1,     29,      0,      5,.,      6,.,      0,      4,      9,.,.,.,      0,     15,     17,    87.3,    73.6,    92.0,    87.2,    87.3,    72.1,    91.0,    85.6,"(CONTRACTS OF RUB 2,500,000)","089741","CME ","089 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",181120,2018-11-20,095741,CME ,00,095 ,  186030,   39265,  112700,    1379,   58830,   11776,     717,   71157,   17753,    6144,    3231,   30278,       8,  180731,  180755,    5299,    5275,    -216,   -2302,   -3444,       0,   -2013,    4331,      62,    2105,    -773,    2033,     219,   -2996,       8,     112,    -779,    -328,     563,  100.0,   21.1,   60.6,    0.7,   31.6,    6.3,    0.4,   38.3,    9.5,    3.3,    1.7,   16.3,    0.0,   97.2,   97.2,    2.8,    2.8,    131,      6,      5,.,     14,     14,.,     29,     35,      9,     12,     14,.,     68,     76,    55.8,    64.1,    71.4,    76.5,    55.8,    63.5,    71.3,    76.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
