"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,090741,CME ,00,090 ,  145225,   27025,   10391,    6670,   33964,   26446,    4388,    9992,   41586,   20568,    9968,    1055,    1072,  113647,  112176,   31578,   33049,    1327,    4664,   -9323,       2,    1162,    6657,     948,   -5284,    -337,   -1355,    1457,      41,     673,    2267,   -2694,    -940,    4021,  100.0,   18.6,    7.2,    4.6,   23.4,   18.2,    3.0,    6.9,   28.6,   14.2,    6.9,    0.7,    0.7,   78.3,   77.2,   21.7,   22.8,     89,     10,      4,      8,     13,     12,      7,     11,     26,     18,      9,.,      5,     60,     67,    24.6,    27.0,    37.3,    38.8,    22.2,    27.0,    32.8,    35.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,092741,CME ,00,092 ,   85976,   48340,    1322,     266,    1136,   16689,     196,   28170,   38015,     907,     480,    1674,       0,   79495,   59069,    6481,   26907,   13664,   14471,      89,     -16,       0,    6063,    -166,    -772,    4123,     372,       0,       0,       0,   13889,   10465,    -225,    3199,  100.0,   56.2,    1.5,    0.3,    1.3,   19.4,    0.2,   32.8,   44.2,    1.1,    0.6,    1.9,    0.0,   92.5,   68.7,    7.5,   31.3,     56,      9,.,.,.,     11,.,     10,     20,      4,.,.,      0,     24,     38,    59.1,    28.8,    75.7,    43.8,    59.1,    28.8,    75.7,    43.8,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,096742,CME ,00,096 ,  248759,   26781,   62463,   11201,   53807,   54937,    8815,   63695,   28365,   41923,    2388,    8082,    3564,  212173,  219351,   36586,   29408,   23742,   20709,    4931,   -4239,   23167,    1043,    2697,  -31690,    2593,   11278,    1038,    -432,    2263,   25224,   20134,   -1482,    3608,  100.0,   10.8,   25.1,    4.5,   21.6,   22.1,    3.5,   25.6,   11.4,   16.9,    1.0,    3.2,    1.4,   85.3,   88.2,   14.7,   11.8,    130,.,     12,      9,     18,     21,      9,     38,     29,     31,      4,      5,      4,     93,     90,    25.7,    26.0,    36.8,    38.7,    24.9,    24.8,    32.7,    35.3,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,097741,CME ,00,097 ,  206594,   25399,   48130,   18296,   42293,   21408,   12108,   48980,   42295,   25143,     602,    1567,    2356,  175177,  171303,   31417,   35291,   11922,    6797,   -3148,    2849,    1693,    2056,     234,   -4564,     787,    2966,   -1035,      -1,    1103,   10043,    6847,    1879,    5075,  100.0,   12.3,   23.3,    8.9,   20.5,   10.4,    5.9,   23.7,   20.5,   12.2,    0.3,    0.8,    1.1,   84.8,   82.9,   15.2,   17.1,    115,      6,      9,     10,     22,     18,     13,     24,     28,     22,      5,.,      4,     82,     82,    16.7,    28.3,    26.9,    40.3,    16.4,    26.8,    25.5,    36.8,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,099741,CME ,00,099 ,  608298,   41335,  267147,   28086,  269464,   79463,   38063,   59243,   59345,   63307,   19272,    6371,    8201,  526970,  549981,   81328,   58317,   45743,    3316,    3246,    3850,    7152,    1487,    4957,    6064,    9450,   16409,    1586,    1319,    4080,   47413,   44798,   -1670,     945,  100.0,    6.8,   43.9,    4.6,   44.3,   13.1,    6.3,    9.7,    9.8,   10.4,    3.2,    1.0,    1.3,   86.6,   90.4,   13.4,    9.6,    275,     18,     10,     18,     87,     32,     48,     32,     54,     37,     24,     15,     14,    207,    185,    16.8,    40.4,    25.0,    49.3,    16.2,    40.3,    22.9,    48.2,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,232741,CME ,00,232 ,  175406,   51302,   19954,    8440,    5026,   43253,    5865,   59646,   39769,   17170,    1967,     540,    1852,  151268,  136843,   24138,   38563,   25975,   10562,   -1402,   -1114,   -2175,   13103,    1313,   11759,    5950,    2525,    1391,     540,    1086,   25347,   22001,     628,    3974,  100.0,   29.2,   11.4,    4.8,    2.9,   24.7,    3.3,   34.0,   22.7,    9.8,    1.1,    0.3,    1.1,   86.2,   78.0,   13.8,   22.0,     94,      7,      8,      8,      7,     17,      7,     23,     25,     20,      6,.,      4,     58,     75,    35.1,    23.1,    51.9,    33.2,    35.0,    22.9,    49.6,    32.1,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","Combined"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,299741,CME ,00,099 ,   36748,     460,   25531,       0,   19371,    3633,    1853,    1035,     967,       0,       0,     771,       5,   22724,   32760,   14024,    3988,     425,     460,      -6,       0,    -201,     740,     222,     524,     297,    -252,       0,       0,       0,     753,    1001,    -328,    -576,  100.0,    1.3,   69.5,    0.0,   52.7,    9.9,    5.0,    2.8,    2.6,    0.0,    0.0,    2.1,    0.0,   61.8,   89.1,   38.2,   10.9,     30,.,.,      0,     15,      6,      9,.,.,      0,      0,.,.,     22,     18,    34.7,    72.1,    44.8,    80.7,    33.4,    72.1,    43.3,    79.8,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","Combined"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,089741,CME ,00,089 ,   28269,    3653,   22857,       6,    5150,     234,       3,   17535,    3078,       0,     225,     395,       0,   26572,   26573,    1697,    1696,    -789,     -95,   -2920,       0,   -2967,     234,       3,    2113,    1731,       0,       0,       0,       0,    -946,    -952,     157,     163,  100.0,   12.9,   80.9,    0.0,   18.2,    0.8,    0.0,   62.0,   10.9,    0.0,    0.8,    1.4,    0.0,   94.0,   94.0,    6.0,    6.0,     26,.,      4,.,.,.,.,      9,      5,      0,.,.,      0,     15,     13,    62.3,    82.0,    89.7,    91.5,    62.3,    82.0,    89.7,    91.5,"(CONTRACTS OF RUB 2,500,000)","089741","CME ","089 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,095741,CME ,00,095 ,  217814,    7418,   95244,    6339,  119005,   11744,       0,   73296,   90159,    1548,    2748,    9732,       0,  210354,  214766,    7460,    3048,  -15250,    -466,   -1464,     447,    8518,     236,       0,  -23736,  -15226,     679,     -14,     576,       0,  -14572,  -14753,    -678,    -497,  100.0,    3.4,   43.7,    2.9,   54.6,    5.4,    0.0,   33.7,   41.4,    0.7,    1.3,    4.5,    0.0,   96.6,   98.6,    3.4,    1.4,    149,.,     12,      4,     28,      6,      0,     51,     26,      9,      9,     14,      0,     96,     66,    51.5,    60.9,    65.2,    73.2,    51.5,    60.5,    63.3,    72.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",180501,2018-05-01,102741,CME ,00,102 ,   45508,   13242,       0,    9390,    5783,   23767,       0,   14154,    8572,     574,     448,     810,       3,   43594,   43116,    1914,    2392,    9345,       0,    -300,    8188,      89,     276,       0,     315,     166,     419,     -64,     115,       0,    8947,    8864,     398,     481,  100.0,   29.1,    0.0,   20.6,   12.7,   52.2,    0.0,   31.1,   18.8,    1.3,    1.0,    1.8,    0.0,   95.8,   94.7,    4.2,    5.3,     38,.,      0,      4,.,      4,      0,     11,     12,.,.,.,.,     19,     26,    68.2,    77.6,    87.1,    85.0,    54.7,    64.3,    69.6,    67.9,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
