"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,090741,CME ,00,090 ,  164753,    6514,   88050,    6454,   36220,   10298,    4809,   46684,   14971,   18159,    5115,    1454,     578,  124533,  144773,   40220,   19980,  -10303,    -449,   -7619,    -351,    -840,      33,     762,  -12095,   -3420,      65,     519,     362,     196,  -12195,   -9972,    1892,    -331,  100.0,    4.0,   53.4,    3.9,   22.0,    6.3,    2.9,   28.3,    9.1,   11.0,    3.1,    0.9,    0.4,   75.6,   87.9,   24.4,   12.1,     91,.,     11,      9,     18,      5,      5,     24,     22,     21,      6,.,.,     73,     56,    22.2,    43.4,    33.2,    55.9,    19.9,    42.9,    29.3,    54.5,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,092741,CME ,00,092 ,   69611,   23701,   18348,     176,    5165,    5235,     404,   24663,   29187,    1453,     480,    1568,       0,   56042,   56371,   13569,   13240,   -5490,   -4572,    -650,      44,     660,       2,       0,   -1085,   -5061,     119,       0,    -208,       0,   -4834,   -5754,    -656,     264,  100.0,   34.0,   26.4,    0.3,    7.4,    7.5,    0.6,   35.4,   41.9,    2.1,    0.7,    2.3,    0.0,   80.5,   81.0,   19.5,   19.0,     44,.,      6,      4,      4,      5,.,     11,     14,      4,.,.,      0,     23,     30,    54.2,    43.2,    66.1,    57.6,    54.2,    43.2,    66.0,    57.5,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,096742,CME ,00,096 ,  244990,   43924,   56930,   26089,   26292,   62113,    6238,   63665,   20849,   36294,    1364,    9119,    2564,  206431,  220197,   38559,   24793,     168,    2355,   -5611,     949,   -1153,   -2150,     300,   -6106,    1254,    3724,     -36,       5,     254,     288,   -1274,    -120,    1442,  100.0,   17.9,   23.2,   10.6,   10.7,   25.4,    2.5,   26.0,    8.5,   14.8,    0.6,    3.7,    1.0,   84.3,   89.9,   15.7,   10.1,    119,      7,      9,     10,     19,     19,     10,     37,     18,     29,.,      5,.,     87,     84,    26.1,    36.7,    36.4,    50.0,    24.1,    33.5,    31.2,    42.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,097741,CME ,00,097 ,  314102,  120740,  106863,   10194,   33361,   12651,   13032,   65315,  111967,   28154,    2312,     835,    1880,  274988,  285576,   39114,   28526,   15066,    -352,   20865,     105,    3064,     403,     581,    3793,  -10940,    4487,     492,    -801,     243,   12413,   14941,    2653,     125,  100.0,   38.4,   34.0,    3.2,   10.6,    4.0,    4.1,   20.8,   35.6,    9.0,    0.7,    0.3,    0.6,   87.5,   90.9,   12.5,    9.1,    128,      9,     10,     13,     23,     15,     15,     34,     28,     27,      5,.,.,     97,     88,    40.7,    43.3,    49.4,    57.4,    40.4,    42.4,    48.3,    56.4,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,099741,CME ,00,099 ,  661807,   80777,  308661,   35859,  251282,  111736,   27051,   80727,   48003,   61946,   22002,    7180,    8091,  567735,  608529,   94072,   53278,    9086,    4818,   -3392,     119,    -979,   -4317,    1733,   -4061,    2215,    2214,       9,    -632,     939,    4792,   -1121,    4294,   10207,  100.0,   12.2,   46.6,    5.4,   38.0,   16.9,    4.1,   12.2,    7.3,    9.4,    3.3,    1.1,    1.2,   85.8,   91.9,   14.2,    8.1,    277,     21,     11,     19,     85,     29,     46,     47,     39,     40,     29,     15,     16,    218,    180,    17.1,    41.6,    28.1,    56.1,    16.7,    40.9,    25.8,    55.2,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,232741,CME ,00,232 ,  136963,   14761,   46110,   10349,   13269,   19103,    3449,   49684,   17797,   12984,     673,     618,    1041,  106210,  111451,   30753,   25512,   -3729,    -177,     216,    -609,   -1207,      -8,     346,    -790,   -3126,   -1018,     -12,   -1087,     -56,   -3523,   -5342,    -206,    1613,  100.0,   10.8,   33.7,    7.6,    9.7,   13.9,    2.5,   36.3,   13.0,    9.5,    0.5,    0.5,    0.8,   77.5,   81.4,   22.5,   18.6,     87,      9,      8,     12,     13,     11,      7,     26,     15,     18,.,.,.,     69,     58,    20.4,    35.3,    32.1,    49.2,    19.5,    32.7,    30.5,    44.6,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","Combined"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,299741,CME ,00,099 ,   35425,       0,   21999,       0,   18581,    1043,    1302,     435,    5803,     321,       0,     771,       5,   20644,   31244,   14781,    4181,      -4,       0,     296,       0,     309,      90,       4,     435,     -34,    -352,       0,       0,       0,     396,       4,    -400,      -8,  100.0,    0.0,   62.1,    0.0,   52.5,    2.9,    3.7,    1.2,   16.4,    0.9,    0.0,    2.2,    0.0,   58.3,   88.2,   41.7,   11.8,     27,      0,.,      0,     16,.,      6,.,      5,.,      0,.,.,     20,     16,    33.1,    72.9,    43.3,    82.1,    31.6,    72.9,    41.4,    81.0,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","Combined"
"EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,399741,CME ,00,099 ,   26257,    1959,    8482,     441,   11239,    5819,    2441,    2601,    4624,      11,       0,       0,       0,   18692,   21818,    7565,    4439,     -71,    -297,     326,       3,   -1284,      52,     317,    1398,   -1111,       0,       0,       0,       0,     137,    -413,    -208,     342,  100.0,    7.5,   32.3,    1.7,   42.8,   22.2,    9.3,    9.9,   17.6,    0.0,    0.0,    0.0,    0.0,   71.2,   83.1,   28.8,   16.9,     22,.,.,.,      8,      4,      8,.,      4,.,      0,      0,      0,     17,     16,    44.3,    65.9,    58.6,    75.9,    44.0,    63.0,    55.4,    71.0,"(CONTRACTS OF EUR 125,000)","399741","CME ","099 ","F10","Combined"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,089741,CME ,00,089 ,   49016,     976,   46423,     226,   13476,       0,       0,   32230,    1433,      11,     502,       0,       0,   47421,   48093,    1595,     923,    -406,     391,     -51,      -4,   -1832,       0,       0,    1077,    -274,      11,       2,    -110,       0,    -355,    -428,     -51,      22,  100.0,    2.0,   94.7,    0.5,   27.5,    0.0,    0.0,   65.8,    2.9,    0.0,    1.0,    0.0,    0.0,   96.7,   98.1,    3.3,    1.9,     29,.,      5,.,      4,      0,      0,     14,.,.,.,      0,      0,     22,      9,    79.8,    91.7,    88.3,    98.1,    79.8,    91.2,    88.3,    97.6,"(CONTRACTS OF RUB 2,500,000)","089741","CME ","089 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180220,2018-02-20,095741,CME ,00,095 ,  197048,    5791,   97314,     248,   80964,   15778,       0,   98666,   68122,    2237,    2158,    9194,       0,  190064,  192894,    6984,    4154,       5,   -1852,   -3887,      57,    7362,   -2590,       0,   -5627,    7650,    -557,     114,    -604,       0,    -503,      70,     508,     -65,  100.0,    2.9,   49.4,    0.1,   41.1,    8.0,    0.0,   50.1,   34.6,    1.1,    1.1,    4.7,    0.0,   96.5,   97.9,    3.5,    2.1,    136,.,      9,.,     18,      7,      0,     44,     33,      6,     10,     12,      0,     79,     66,    54.5,    64.1,    69.7,    79.7,    54.5,    64.1,    69.7,    79.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
