"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,090741,CME ,00,090 ,  151412,   27254,    4631,    7229,   31693,   22505,    5293,   16707,   56956,   21512,   10792,    1014,     415,  120895,  119557,   30517,   31855,     478,    1671,    1158,   -1021,    1967,    1217,    -783,   -4878,     959,     677,      78,       0,    -105,   -2393,    2103,    2871,   -1625,  100.0,   18.0,    3.1,    4.8,   20.9,   14.9,    3.5,   11.0,   37.6,   14.2,    7.1,    0.7,    0.3,   79.8,   79.0,   20.2,   21.0,    103,     10,      4,     10,     11,     11,      5,     17,     37,     22,     10,.,      4,     70,     74,    24.2,    24.2,    35.0,    34.2,    22.1,    24.0,    32.0,    32.9,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,092741,CME ,00,092 ,   49357,   15683,    1145,       0,    2133,    6645,     362,   19076,   22593,     256,     480,    2154,       0,   37990,   33155,   11367,   16202,    4238,    3901,     716,       0,     -46,    1018,     -11,    1340,    1397,      -8,       0,     480,       0,    5176,    3592,    -938,     646,  100.0,   31.8,    2.3,    0.0,    4.3,   13.5,    0.7,   38.6,   45.8,    0.5,    1.0,    4.4,    0.0,   77.0,   67.2,   23.0,   32.8,     49,      7,.,      0,      4,      8,.,     12,     13,.,.,.,      0,     27,     26,    34.1,    33.4,    49.7,    45.5,    34.1,    33.4,    49.7,    45.4,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,096742,CME ,00,096 ,  213596,    5658,   47535,   12839,   24649,   58861,    6599,   94730,   25012,   27649,    1323,    8864,    1337,  174785,  188696,   38811,   24900,  -10340,    -125,    6569,   -1531,   -1772,     319,   -1716,      87,   -8729,   -3434,    -798,     111,    -186,   -9474,   -8597,    -866,   -1743,  100.0,    2.6,   22.3,    6.0,   11.5,   27.6,    3.1,   44.4,   11.7,   12.9,    0.6,    4.1,    0.6,   81.8,   88.3,   18.2,   11.7,    125,      6,     11,     11,     18,     17,     11,     44,     21,     29,.,      5,.,     92,     86,    24.0,    30.6,    34.4,    43.2,    23.1,    30.3,    30.2,    40.9,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,097741,CME ,00,097 ,  184509,   10876,   54769,   14881,   32537,   22746,   10123,   54501,   29106,   22568,    1829,    1019,    1403,  148718,  156614,   35791,   27895,  -12959,    5288,    2240,      97,   -1897,     220,     736,  -14082,  -16318,    -788,       4,      82,      22,  -10621,  -13710,   -2338,     751,  100.0,    5.9,   29.7,    8.1,   17.6,   12.3,    5.5,   29.5,   15.8,   12.2,    1.0,    0.6,    0.8,   80.6,   84.9,   19.4,   15.1,    118,      7,     11,     13,     21,     16,     13,     30,     25,     26,      5,.,.,     90,     82,    16.6,    29.4,    27.6,    44.2,    15.3,    28.0,    24.7,    39.5,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,099741,CME ,00,099 ,  572873,   42182,  260679,   27042,  242558,   81508,   31158,   67945,   53435,   52031,   23526,    7137,    5070,  491512,  518059,   81361,   54814,  -18966,   -2329,  -11490,    1751,   -2440,   -2291,    1200,   -9810,   -5933,   -1560,    -273,     555,     171,  -13290,  -17595,   -5676,   -1371,  100.0,    7.4,   45.5,    4.7,   42.3,   14.2,    5.4,   11.9,    9.3,    9.1,    4.1,    1.2,    0.9,   85.8,   90.4,   14.2,    9.6,    282,     20,     10,     19,     85,     30,     44,     41,     53,     43,     26,     15,      9,    212,    185,    17.1,    44.5,    24.2,    53.0,    16.5,    44.3,    23.0,    51.9,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,232741,CME ,00,232 ,  134340,   30335,   17894,   10384,    4865,   26166,    4651,   42678,   29567,   15701,     571,     618,     668,  109854,  105649,   24486,   28691,    4319,   10568,    -472,     108,   -1987,    1533,     488,   -7132,     274,    1041,      -6,       0,     -90,    2991,    2882,    1328,    1437,  100.0,   22.6,   13.3,    7.7,    3.6,   19.5,    3.5,   31.8,   22.0,   11.7,    0.4,    0.5,    0.5,   81.8,   78.6,   18.2,   21.4,     86,      9,      7,      8,      8,     12,      7,     24,     22,     19,.,.,.,     58,     65,    26.9,    31.9,    40.5,    41.3,    25.4,    31.6,    37.7,    39.4,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","Combined"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,299741,CME ,00,099 ,   36675,       0,   25831,     214,   19625,    1717,    1208,     957,    1610,     233,       0,     771,       5,   22242,   31589,   14433,    5086,     127,       0,      27,       0,    -136,      -9,       0,      48,    -169,     -40,       0,       0,       0,    -128,    -191,     255,     318,  100.0,    0.0,   70.4,    0.6,   53.5,    4.7,    3.3,    2.6,    4.4,    0.6,    0.0,    2.1,    0.0,   60.6,   86.1,   39.4,   13.9,     27,      0,      4,.,     15,.,      6,.,.,.,      0,.,.,     21,     16,    35.5,    72.3,    45.6,    80.6,    34.0,    72.3,    44.0,    79.8,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","Combined"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,089741,CME ,00,089 ,   28550,    2000,   26207,       0,   16183,       0,       0,    7987,    1488,      48,     355,     110,       0,   26573,   27853,    1977,     697,    -624,       0,      -3,       0,   -1744,       0,       0,    1187,    -549,       0,     209,     -12,       0,    -348,    -564,    -276,     -60,  100.0,    7.0,   91.8,    0.0,   56.7,    0.0,    0.0,   28.0,    5.2,    0.2,    1.2,    0.4,    0.0,   93.1,   97.6,    6.9,    2.4,     28,.,      4,      0,.,      0,      0,     14,.,.,.,.,      0,     21,      8,    68.4,    92.7,    81.6,    97.6,    68.4,    92.7,    81.6,    97.4,"(CONTRACTS OF RUB 2,500,000)","089741","CME ","089 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,095741,CME ,00,095 ,  211120,    9946,   90720,    1038,   85478,   15354,       0,  101604,   89912,     659,    3651,   10473,       0,  202376,  208156,    8744,    2964,   10236,     -77,   16703,     786,    3420,    -249,    -218,    6072,   -6172,    -311,     349,     192,       0,   10023,   10732,     213,    -496,  100.0,    4.7,   43.0,    0.5,   40.5,    7.3,    0.0,   48.1,   42.6,    0.3,    1.7,    5.0,    0.0,   95.9,   98.6,    4.1,    1.4,    166,.,     10,      4,     25,      7,      0,     70,     23,      5,     13,     15,      0,    114,     61,    39.5,    63.9,    56.4,    75.1,    39.5,    63.6,    56.2,    74.9,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",180403,2018-04-03,102741,CME ,00,102 ,   30426,   15485,       0,     246,    5583,   19246,       0,    5801,    7981,     959,       0,     750,       0,   28074,   29182,    2352,    1244,   -1874,    8209,   -2069,   -3898,    -188,   -1244,       0,   -5732,    5279,    -129,       0,      -5,       0,   -1738,   -2066,    -136,     192,  100.0,   50.9,    0.0,    0.8,   18.3,   63.3,    0.0,   19.1,   26.2,    3.2,    0.0,    2.5,    0.0,   92.3,   95.9,    7.7,    4.1,     24,.,      0,.,.,.,      0,      9,      8,.,      0,.,      0,     14,     12,    77.0,    86.6,    89.3,    93.6,    76.1,    84.4,    86.1,    90.4,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
