"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,090741,CME ,00,090 ,  138709,    8938,   15128,    4271,   44059,   17447,    4602,   21785,   49329,   13872,    7258,    4455,    1214,  105998,  110317,   32711,   28392,  -12449,    -667,    2417,     200,     188,   -3705,   -1043,   -2972,   -5226,   -6424,     137,    -205,    -303,  -10883,  -14288,   -1566,    1839,  100.0,    6.4,   10.9,    3.1,   31.8,   12.6,    3.3,   15.7,   35.6,   10.0,    5.2,    3.2,    0.9,   76.4,   79.5,   23.6,   20.5,    111,      7,      8,      7,     14,     13,      6,     16,     37,     21,      7,      9,      5,     67,     83,    28.3,    18.2,    39.3,    30.2,    27.6,    17.0,    36.7,    28.4,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","Combined"
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,092741,CME ,00,092 ,   63021,   29996,    2798,     258,    1169,    8323,     250,   20324,   23632,    1582,     453,    1973,       0,   54032,   38816,    8989,   24205,    7035,    4362,   -1131,     -67,       0,    2829,       0,    2999,    -311,     329,       0,     862,       0,    7623,    2510,    -588,    4525,  100.0,   47.6,    4.4,    0.4,    1.9,   13.2,    0.4,   32.2,   37.5,    2.5,    0.7,    3.1,    0.0,   85.7,   61.6,   14.3,   38.4,     50,      5,      5,.,.,     11,.,     10,     14,      4,.,.,      0,     23,     34,    55.8,    29.8,    71.1,    37.0,    55.1,    29.8,    70.4,    37.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 ","F10","Combined"
"BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,096742,CME ,00,096 ,  260014,   98351,   20754,   15025,   49776,   89291,    2835,   31614,   46923,   33297,    1442,    8309,    4197,  236536,  220632,   23478,   39382,   -6878,   -2996,    2725,   -3540,   -1263,      48,     -30,    2203,    -656,   -2794,     520,    -792,    -428,   -8328,   -5467,    1450,   -1411,  100.0,   37.8,    8.0,    5.8,   19.1,   34.3,    1.1,   12.2,   18.0,   12.8,    0.6,    3.2,    1.6,   91.0,   84.9,    9.0,   15.1,    130,      9,      6,     10,     13,     25,      9,     25,     41,     26,      6,      5,      4,     75,    104,    46.4,    23.2,    58.0,    34.8,    45.1,    21.6,    53.6,    31.1,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 ","F10","Combined"
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,097741,CME ,00,097 ,  279633,  138521,    1665,    9576,   39723,   63776,    5002,   38787,  115668,   19565,    2177,   15147,    2895,  256247,  233294,   23386,   46339,   -5532,   10152,     273,    -779,    4705,    3141,   -2909,   -8847,   -1363,   -6008,   -1029,     997,     109,   -4606,   -6541,    -926,    1009,  100.0,   49.5,    0.6,    3.4,   14.2,   22.8,    1.8,   13.9,   41.4,    7.0,    0.8,    5.4,    1.0,   91.6,   83.4,    8.4,   16.6,    138,     12,.,      7,     18,     29,     13,     23,     43,     24,      4,      7,.,     79,    106,    38.6,    33.5,    51.8,    44.4,    37.5,    33.5,    49.8,    44.1,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 ","F10","Combined"
"EURO FX - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,099741,CME ,00,099 ,  553282,   25819,  105672,   25573,  275364,  142343,   28109,   33494,  117678,   44745,   24999,   16468,    7233,  465337,  487821,   87945,   65461,   -2235,    1334,  -10668,    1187,     825,   10494,   -2136,   -3696,    1159,   -4324,     353,    3693,    -256,   -6713,    -850,    4478,   -1385,  100.0,    4.7,   19.1,    4.6,   49.8,   25.7,    5.1,    6.1,   21.3,    8.1,    4.5,    3.0,    1.3,   84.1,   88.2,   15.9,   11.8,    307,     14,     15,     15,     88,     39,     52,     35,     63,     37,     34,     18,     14,    218,    207,    18.1,    22.2,    26.9,    34.7,    17.0,    21.7,    25.0,    34.2,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 ","F10","Combined"
"AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,232741,CME ,00,232 ,  189206,  108779,    3644,    5375,    7545,   57137,    2367,   22961,   56485,   13170,     493,    2516,    1824,  162515,  142518,   26691,   46688,   13402,    7348,      61,     716,    -262,    2251,    -579,    3441,    5361,   -1281,    -468,     422,    -121,    8794,    6831,    4608,    6571,  100.0,   57.5,    1.9,    2.8,    4.0,   30.2,    1.3,   12.1,   29.9,    7.0,    0.3,    1.3,    1.0,   85.9,   75.3,   14.1,   24.7,    102,     10,      4,      5,      4,     21,      6,     17,     38,     19,.,      5,      4,     52,     84,    50.8,    19.9,    63.2,    32.7,    50.8,    19.8,    61.3,    32.3,"(CONTRACTS OF AUD 100,000)","232741","CME ","232 ","F10","Combined"
"EURO FX/BRITISH POUND XRATE - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,299741,CME ,00,099 ,   37796,     827,   22705,       0,   15264,    8490,    1864,    4823,       0,       0,     600,     778,       5,   23383,   33842,   14413,    3954,     618,     205,    -156,       0,    -821,     181,     -47,    2203,       0,     -21,     600,       0,       0,    2119,     -43,   -1501,     661,  100.0,    2.2,   60.1,    0.0,   40.4,   22.5,    4.9,   12.8,    0.0,    0.0,    1.6,    2.1,    0.0,   61.9,   89.5,   38.1,   10.5,     28,.,.,      0,     13,      6,      7,      4,      0,      0,.,.,.,     23,     13,    27.5,    76.2,    39.2,    86.7,    26.6,    73.3,    38.2,    83.3,"(CONTRACTS OF EUR 125,000)","299741","CME ","099 ","F10","Combined"
"EURO FX/JAPANESE YEN XRATE - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,399741,CME ,00,099 ,   25265,      26,    5457,     734,    9910,   12169,    2597,    4459,       0,       0,       0,     629,       0,   17726,   21586,    7539,    3679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.1,   21.6,    2.9,   39.2,   48.2,   10.3,   17.6,    0.0,    0.0,    0.0,    2.5,    0.0,   70.2,   85.4,   29.8,   14.6,     21,.,.,.,      8,      8,     10,.,      0,      0,      0,.,      0,     17,     15,    48.7,    64.1,    60.6,    75.2,    46.3,    59.7,    55.3,    69.1,"(CONTRACTS OF EUR 125,000)","399741","CME ","099 ","F10","Combined"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,089741,CME ,00,089 ,   25075,       0,   14669,       0,   21293,    1089,       0,    1803,    7111,       1,     339,     440,       0,   23436,   23310,    1639,    1765,   -1370,       0,   -2906,       0,    4672,    -255,       0,   -6022,    1698,      -1,       0,      66,       0,   -1351,   -1398,     -19,      28,  100.0,    0.0,   58.5,    0.0,   84.9,    4.3,    0.0,    7.2,   28.4,    0.0,    1.4,    1.8,    0.0,   93.5,   93.0,    6.5,    7.0,     31,      0,      4,      0,      7,.,      0,      6,      9,.,.,.,      0,     16,     16,    82.4,    69.6,    88.9,    85.7,    82.4,    69.6,    88.9,    85.7,"(CONTRACTS OF RUB 2,500,000)","089741","CME ","089 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",181009,2018-10-09,095741,CME ,00,095 ,  209500,    7561,  149652,     592,  111826,    6228,       0,   76103,   21139,    1103,    4749,   27626,      20,  201954,  206361,    7546,    3139,   -8625,     146,     713,      23,   -6611,     877,       0,    -148,   -9465,     161,   -1931,     294,     -97,   -8458,   -7494,    -167,   -1131,  100.0,    3.6,   71.4,    0.3,   53.4,    3.0,    0.0,   36.3,   10.1,    0.5,    2.3,   13.2,    0.0,   96.4,   98.5,    3.6,    1.5,    148,      4,      7,.,     27,      8,      0,     51,     24,      8,     11,     16,.,     97,     62,    49.7,    67.9,    64.4,    80.6,    49.7,    67.9,    64.4,    80.6,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
